0.506200		9.00E+04	3.50E+03
0.279410		2.95E+05	6.83E+03
0.140550		1.17E+06	1.35E+04
0.093892		2.62E+06	2.02E+04
0.070491		4.64E+06	2.68E+04
0.035300		1.85E+07	5.35E+04
