0.5062		4.2683	0.54016	0.20412
0.27941		7.4971	0.35819	0.11227
0.14055		15.3284	0.21196	0.053135
0.093892		23.0993	0.15285	0.03474
0.070491		30.8562	0.12267	0.025795
0.0353		61.854	0.07265	0.012701
